64,1600.9742,1836.7136
100,1716.2802,1845.6894
128,1733.9935,1990.9983
200,2808.4501,2399.7143
256,2784.3842,2811.7559
512,2786.6517,2954.0868
600,2214.7285,2435.3955
900,1713.5841,1886.7528
1024,1673.8415,2027.4796
2000,2119.6837,1269.7968
2048,1691.5426,1425.8283
